precision,recall,f1,f1_best,f1_pointwise_pa_best,auc_pr,best_threshold,csv_path,processing_time,time_length,n_observations,config_name
0.9864253393665159,0.4749455337690632,0.6411764705882353,0.7239263754479582,0.6463245448155879,0.7714753200498813,1.7978391639532887,benchmark\data\TODS\0.csv,0.058959,2999700.0,10000,autoreg
0.9956896551724138,0.5032679738562091,0.6685962373371925,0.7609511840971429,0.6811397512478806,0.7970060962875524,1.7762788717751399,benchmark\data\TODS\01.csv,0.273526,2999700.0,10000,autoreg
0.890625,0.5277777777777778,0.6627906976744187,0.6730037975503478,0.7268232337929442,0.6843211755906411,2.9021798568105877,benchmark\data\TODS\012.csv,0.115635,2999700.0,10000,autoreg
0.8461538461538461,0.5477178423236515,0.6649874055415618,0.6820276448307461,0.8593749950340441,0.580102350830108,2.7040453120804075,benchmark\data\TODS\0123.csv,0.052312,2999700.0,10000,autoreg
0.86875,0.6780487804878049,0.7616438356164383,0.7777777729754455,0.7769784123966151,0.5322106643758786,3.3628667994376626,benchmark\data\TODS\01234.csv,0.055856,2999700.0,10000,autoreg
0.9953488372093023,0.4662309368191721,0.6350148367952523,0.6984536034148489,0.6290550027120182,0.7400976373088801,2.015610116787412,benchmark\data\TODS\1.csv,0.063158,2999700.0,10000,autoreg
0.6482412060301508,0.5078740157480315,0.5695364238410595,0.599999995000077,0.6650831305183339,0.5793772625499343,2.313209454601251,benchmark\data\TODS\12.csv,0.054507,2999700.0,10000,autoreg
0.5780346820809249,0.5714285714285714,0.5747126436781609,0.5797101399285866,0.650519026379668,0.46902230109323684,3.011851731605114,benchmark\data\TODS\123.csv,0.051374,2999700.0,10000,autoreg
0.6891891891891891,0.7445255474452555,0.7157894736842104,0.7709923614227028,0.7083333285291121,0.39195661822617667,3.387964135836134,benchmark\data\TODS\1234.csv,0.060544,2999700.0,10000,autoreg
0.5079365079365079,0.6808510638297872,0.5818181818181817,0.6774193501313736,0.7883040886456688,0.41312837396611585,2.4926803838035747,benchmark\data\TODS\2.csv,0.05015,2999700.0,10000,autoreg
0.5526315789473685,0.75,0.6363636363636364,0.7012986966706021,0.73793755437991,0.39737335502069476,2.088874670969461,benchmark\data\TODS\23.csv,0.053283,2999700.0,10000,autoreg
0.5666666666666667,0.4722222222222222,0.5151515151515152,0.6808510591036668,0.4942408338309586,0.2669811328252395,2.198108873541097,benchmark\data\TODS\234.csv,0.254511,2999700.0,10000,autoreg
0.20833333333333334,0.7142857142857143,0.3225806451612903,0.5882352892733564,0.7047216303047189,0.1592773053902705,3.3998576014436663,benchmark\data\TODS\3.csv,0.048807,2999700.0,10000,autoreg
0.3787878787878788,0.9615384615384616,0.5434782608695652,0.7666666617555556,0.8837592695232264,0.184425500022464,3.7462918564319505,benchmark\data\TODS\34.csv,0.054952,2999700.0,10000,autoreg
0.5769230769230769,0.9574468085106383,0.7200000000000001,0.7678571379862883,0.9463019200070214,0.298010553414384,3.2561686434647865,benchmark\data\TODS\4.csv,0.055325,2999700.0,10000,autoreg
0.08418367346938775,0.0718954248366013,0.07755581668625147,0.12472647326315317,0.08616779550133462,0.07260453344043893,0.3762218595871925,benchmark\data\TODS\0.csv,113.593364,2999700.0,10000,tspulse
0.08146067415730338,0.06318082788671024,0.07116564417177915,0.11980197668611418,0.07582937899589551,0.07042535788050097,0.3267817140946388,benchmark\data\TODS\01.csv,111.944598,2999700.0,10000,tspulse
0.04201680672268908,0.015432098765432098,0.022573363431151242,0.09262435375666771,0.10296411502678403,0.10790667198391563,0.2032785841653347,benchmark\data\TODS\012.csv,116.618359,2999700.0,10000,tspulse
